index	label	sentence	POS	w_index	target	word_sense	definition	metaphor_flag	target_domain	tenor
c8t-fragment01 35	1	"In her publicity photographs she could, he recalled, look beautiful in a somewhat intimidating, intellectual and very English mould."	NOUN	18	mould.	mould.	Alternative spelling of mold	1	mould	a distinctive style or character typical of English intellectualism
a1p-fragment03 59	1	"JOHN SMITH, the shadow Chancellor, yesterday set the overriding tone for this week's Labour Party conference with a warning that he would impose tough spending controls if Labour won the next election."	NOUN	9	tone	"the elastic tension of living muscles, arteries, etc. that facilitate response to stimuli"	A specific pitch.	1	music	the general attitude or approach of the Labour Party conference
a1m-fragment01 44	1	There is more at stake here than just bringing boxes of sophisticated equipment to remote areas.	NOUN	4	stake	the money risked on a gamble	"A piece of wood or other material, usually long and slender, pointed at one end so as to be easily driven into the ground as a marker or a support or stay."	1	gamble	important consequences or risks involved in the situation
ahf-fragment63 1162	1	"The travelling chaos of a modern party leader's election entourage had carried Major within a few miles of the home of the founder of the profession, a few of whose more troublesome contemporary practitioners are said to have caused him much irritation over the 16 months of his premiership."	NOUN	2	chaos	a state of extreme confusion and disorder	The unordered state of matter in classical accounts of cosmogony.	1	storm	the unordered and disruptive nature of a modern party leader's election entourage
a1p-fragment03 81	1	"Although the policy review will be endorsed by the conference, giving Neil Kinnock the freedom to go on to the offensive against the Conservatives in the run-up to the next general election, there are a number of areas of potential conflict."	NOUN	26	run-up	cover by running; run a certain distance	The approach run of a bowler before delivering the ball	1	approach	the period leading up to the next general election
amm-fragment02 1594	1	"In this chapter some of the ways in which palaeontologists determine the way fossil animals lived are described, reanimating the dead fragments to build up a living creature."	NOUN	27	creature.	a living organism characterized by voluntary movement	A living being; an animal.	1	organism	fossil animals reconstructed by palaeontologists
ew1-fragment01 73	1	Party organization provided the easiest advances because it was the only area entirely under the party's control.	NOUN	11	area	a particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography)	A measure of the extent of a surface; it is measured in square units.	1	surface	domain or sphere of control/influence
a1n-fragment09 223	1	"When the pressure comes on, players revert to bad habits, Ryan said."	NOUN	2	pressure	the act of pressing; the exertion of pressure	A pressing; a force applied to a surface.	1	force	stressful or demanding circumstances
acj-fragment01 116	1	"Of course, one can not be adamant about whether they merit the label murder, because that is a question of drawing the line between murder and manslaughter, which is not susceptible of any precise resolution."	NOUN	22	line	a mark that is long relative to its width	"A path through two or more points ; a continuous mark, including as made by a pen; any path, curved or straight."	1	boundary	the distinction between murder and manslaughter
ew1-fragment01 135	1	So in 1911 Steel-Maitland offered to join the Halsbury Club in order to guide it on to safer lines and was immediately accused of disloyalty by Walter Long.	NOUN	18	lines	a spatial location defined by a real or imaginary unidimensional extent	"A path through two or more points ; a continuous mark, including as made by a pen; any path, curved or straight."	1	path	course of action or policy direction
b1g-fragment02 1500	1	"More generally, we need to consider the availability of large databases for hazard studies and emergency planning and this is an area ripe for major initiatives."	NOUN	21	area	a particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography)	A measure of the extent of a surface; it is measured in square units.	1	fruit	an area ready for development or action
cb5-fragment02 3200	1	"After a few more minutes she became restless, and stood up again, her eyes searching the slope of the hillside and the valley below, trying to determine whether some small movement down there was a man on horseback or merely a trick of her imagination."	NOUN	41	trick	deceive somebody	Something designed to fool or swindle.	1	deception	an illusion or misleading perception created by the mind
a9j-fragment01 39	1	"Its significance lies in its double message: that the aim of the Palestinian struggle is the establishment of Palestinian independence, and that this independence is regarded as being not at Israel's expense."	NOUN	31	expense.	amounts paid for goods and services that may be currently tax deductible (as opposed to capital expenditures)	"A spending or consuming, often a disbursement of funds."	1	cost	detriment or harm to Israel's interests
a1f-fragment07 151	1	To add the part-time education and training statistics to those figures does not improve our relative position.	NOUN	16	position.	(in team sports) the role assigned to an individual player	A place or location.	1	sports	relative standing or ranking in a comparison
fet-fragment01 191	1	"This sombre giant like a defeated proud man contrasts, when considered in the nature of a living creature, with the pale smile of a last rose on the fading bush in front of him"	NOUN	1	sombre	sombre	Gloom; obscurity; duskiness.	1	defeated	Gloom; obscurity; duskiness
