label	sentence	w_index
0	RENEE HENRY underwent a lumpectomy and radiotherapy for her breast cancer.	4
0	"Some urban areas have serious problems without a major ethnic dimension( Newcastle, Teesside); not all members of ethnic minorities are poor or deprived."	5
0	"If the owner is abroad, the agent will also collect tax at the standard rate of 25 per cent, which will be deducted from your monthly rent cheque."	26
0	"In the first group session the counselling method is registered in the course tutor's notes( Menary, 1986) by the explanation: This session aims to get participants to consider the subject of alcohol in ways they had not thought of in the past( p. 3)."	31
0	"Kessell( 1988) describes a PC-based GIS called PREPLAN( PRistine Environment Planning LANguage) which is a natural area management, land-use planning and fire modelling system developed for the Australian National Parks and Wildlife Service, PREPLAN comprises four modules: a simple raster-based GIS; a grid cell resource database; a wide range of vegetation, fuel, fire behaviour, erosion and land-use models; tabular, statistical and colour graphics output system."	54
0	"I do not fully appreciate the experience of an American late-night movie without a bourbon, or a book at bedtime without a single malt."	11
0	The system comprises three interrelated modules: community and disaster type characteristics module; population distribution module; network evacuation module.	17
0	One of the woman's children died in the ensuing fire.	9
0	"He pays tribute to his treatment at Gartree prison, he apologises to the bomb victims' families that they have had to keep reminding them of their loss: But we had to fight for our freedom."	34
0	"This awareness is most obviously manifested by the frequent appearance of press reports on ozone depletion, on the greenhouse effect and possible global warming, on nitrate pollution, on deforestation in the Tropics, on decreasing biological diversity and on many other environmentally related topics."	12
0	"Yet I did not want to leave things alone entirely, without making an effort, but it is restricted to the expression of two things the cypresses the olive trees let others who are better and more powerful than I reveal their symbolic language"	20
0	"Dalgliesh doubted whether that half-imagined recoil had anything to do with him personally, nor did he find her silence disconcerting."	18
0	"He expected his father to rise and say something about that being no way to speak to one's wife or not in front of the child, he was capable of that."	8
0	Probably the best illustration of the assisting method in action during the course comes in the fifth session when Somerset practitioners take the logic of working with the problem in the community to its ultimate conclusion.	31
0	This chap we were sitting next to involved in all these canal projects.	1
